,Dependents,tenure,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,Contract,PaperlessBilling,MonthlyCharges,TotalCharges
5293,0,33,2,0,0,0,1,0,80.1,2603.3
5294,1,53,2,2,2,2,2,1,104.05,5566.4
5295,0,50,2,2,2,0,0,0,108.75,5431.9
5296,0,57,2,0,2,2,1,1,41.1,2258.25
5297,1,54,1,1,1,1,2,1,20.35,1092.35
5298,0,60,0,2,2,0,0,1,105.9,6401.25
5299,0,28,0,0,0,2,0,1,101.3,2812.2
5300,1,1,0,0,0,0,0,1,80.05,80.05
5301,1,29,0,0,2,0,0,1,89.2,2698.35
5302,1,10,0,2,0,2,0,1,65.5,616.9
5303,1,43,2,2,2,0,0,1,40.45,1912.85
5304,0,13,0,0,0,0,0,0,70.45,849.1
5305,0,43,2,0,2,2,2,1,78.8,3460.3
5306,1,19,0,0,0,0,0,1,83.65,1465.75
5307,1,1,0,0,0,0,0,1,90.1,90.1
5308,0,69,2,0,2,2,2,1,82.45,5555.3
5309,0,61,1,1,1,1,2,0,20.25,1278.8
5310,0,43,2,2,0,2,0,0,66.25,2907.35
5311,0,6,1,1,1,1,0,0,19.5,146.3
5312,0,1,0,0,0,2,0,0,51.25,51.25
5313,0,56,0,0,0,0,0,0,89.7,4952.95
5314,0,70,2,2,2,2,2,0,64.55,4504.9
5315,0,1,0,0,0,0,0,1,45.6,45.6
5316,1,49,0,2,2,0,1,1,93.65,4520.15
5317,0,6,0,0,0,2,0,1,49.65,267.35
5318,1,32,2,2,2,2,2,0,73.6,2316.85
5319,0,72,2,0,2,2,2,1,109.75,8075.35
5320,1,37,2,2,0,2,2,0,61.45,2302.35
5321,0,69,2,2,0,2,1,1,106.4,7251.9
5322,0,26,0,2,2,2,0,0,81.9,2078.55
5323,1,58,0,2,2,0,1,1,105.2,6225.4
5324,0,24,0,0,0,2,1,0,54.6,1242.25
5325,1,5,1,1,1,1,1,0,20.55,99.45
5326,1,15,1,1,1,1,0,1,20.0,288.05
5327,1,30,1,1,1,1,2,0,19.7,599.25
5328,0,55,2,2,0,2,1,1,66.05,3462.1
5329,0,25,0,0,0,0,0,1,34.0,853.0
5330,0,10,0,2,2,2,0,1,92.5,934.1
5331,1,44,2,2,2,2,2,1,54.05,2375.2
5332,0,47,2,2,0,2,1,1,58.9,2813.05
5333,1,13,0,0,0,0,0,0,88.35,1222.8
5334,1,49,0,2,2,2,2,1,107.95,5293.2
5335,0,64,2,0,0,2,1,1,96.9,6314.35
5336,0,1,1,1,1,1,0,0,19.1,19.1
5337,0,20,0,0,0,2,0,0,50.0,1003.05
5338,0,37,2,0,0,2,2,0,45.4,1593.1
5339,1,30,0,0,0,0,0,0,85.45,2509.95
5340,0,38,2,2,2,0,1,0,84.1,3187.65
5341,0,1,0,0,0,0,0,1,74.45,74.45
5342,0,37,0,0,0,0,0,1,64.75,2345.2
5343,0,52,2,2,2,2,2,0,66.25,3330.1
5344,1,71,2,2,2,2,2,1,76.9,5522.7
5345,0,26,0,2,2,0,0,0,89.8,2335.3
5346,0,66,2,2,2,0,2,1,74.6,4798.4
5347,0,72,2,2,2,2,2,1,116.95,8594.4
5348,1,25,2,0,0,0,1,1,40.65,970.55
5349,1,69,2,2,2,2,2,1,114.35,7665.8
5350,1,53,2,2,0,0,2,0,69.7,3686.05
5351,0,12,0,0,2,0,1,0,95.5,1115.15
5352,0,26,0,0,2,2,0,1,98.65,2537.0
5353,0,21,0,0,2,0,0,0,61.65,1393.6
5354,1,1,0,0,0,0,0,1,89.35,89.35
5355,0,48,2,0,0,2,0,1,95.4,4445.3
5356,0,26,2,0,2,0,1,0,35.4,978.6
5357,0,60,1,1,1,1,2,0,19.95,1258.15
5358,0,18,1,1,1,1,0,0,19.25,331.35
5359,0,10,0,0,0,2,0,1,29.65,291.4
5360,1,5,2,0,2,0,0,1,84.5,453.75
5361,1,4,1,1,1,1,1,1,20.4,84.75
5362,1,65,1,1,1,1,2,0,24.75,1715.1
5363,1,70,1,1,1,1,2,0,25.35,1715.15
5364,0,18,0,0,2,0,0,1,90.7,1597.25
5365,1,62,1,1,1,1,2,0,20.0,1250.1
5366,1,66,2,0,0,0,2,1,59.75,3996.8
5367,1,65,2,2,0,2,2,1,82.5,5215.1
5368,0,3,0,0,0,0,0,1,70.3,235.5
5369,0,34,1,1,1,1,0,0,20.35,673.2
5370,1,16,0,0,2,0,0,1,90.8,1442.2
5371,0,54,2,0,2,0,1,1,103.95,5639.05
5372,0,50,0,0,2,2,0,1,104.95,5222.35
5373,0,71,0,2,2,2,2,1,105.25,7291.75
5374,0,10,0,0,0,0,0,1,74.75,799.65
5375,0,1,0,0,0,2,0,1,50.8,50.8
5376,0,18,1,1,1,1,1,0,23.75,424.5
5377,0,4,0,0,0,2,0,1,61.3,249.4
5378,1,58,2,0,2,2,2,0,75.8,4415.75
5379,0,56,2,0,0,0,1,1,98.0,5270.6
5380,0,2,0,0,0,0,0,1,80.25,144.55
5381,0,32,0,0,2,0,0,1,78.9,2447.95
5382,1,56,2,2,0,2,1,1,52.0,2884.9
5383,0,36,0,0,0,0,0,1,84.75,3050.15
5384,0,4,0,0,0,2,0,1,64.4,253.0
5385,0,53,0,0,0,0,0,0,85.45,4517.25
5386,0,10,0,0,0,0,0,1,45.8,436.2
5387,0,4,0,0,0,2,0,0,30.5,118.4
5388,1,1,1,1,1,1,0,0,19.9,19.9
5389,0,51,0,0,0,0,0,0,69.15,3649.6
5390,0,12,0,0,2,0,0,1,99.45,1200.15
5391,0,6,0,0,0,2,1,1,49.25,255.6
5392,1,63,0,2,2,2,2,0,39.35,2395.05
5393,0,1,0,0,0,0,0,1,70.6,70.6
5394,0,48,0,2,0,2,0,1,105.1,5083.55
5395,0,5,0,0,0,0,0,1,81.0,389.6
5396,1,35,1,1,1,1,1,1,20.1,644.5
5397,0,6,0,2,0,0,0,1,84.85,523.5
5398,0,2,1,1,1,1,0,0,19.75,39.3
5399,0,50,1,1,1,1,1,0,19.75,989.05
5400,0,33,0,0,0,0,0,1,70.4,2406.1
5401,0,31,1,1,1,1,2,0,20.45,638.55
5402,1,9,1,1,1,1,2,0,20.35,191.1
5403,1,54,0,2,2,2,0,1,86.2,4524.05
5404,0,46,2,2,2,0,1,1,95.65,4664.2
5405,1,34,2,2,0,0,1,1,103.8,3470.8
5406,1,71,2,0,0,0,2,1,97.2,6910.3
5407,1,63,2,2,2,2,2,0,63.55,4014.2
5408,0,51,1,1,1,1,2,0,24.95,1288.0
5409,0,26,0,2,0,0,0,1,89.15,2277.65
5410,0,64,2,0,2,0,2,1,99.0,6375.8
5411,0,1,0,0,0,0,0,1,24.8,24.8
5412,0,61,0,2,0,2,1,1,85.55,5251.75
5413,0,15,0,0,2,0,0,1,94.0,1505.45
5414,0,64,0,2,0,2,1,1,105.65,6903.1
5415,0,18,0,0,0,0,0,1,50.3,913.3
5416,1,57,0,2,0,0,1,1,95.0,5535.8
5417,1,14,2,2,0,0,2,1,61.4,815.55
5418,0,18,0,2,0,0,0,1,80.55,1411.65
5419,0,72,2,0,0,0,2,0,78.5,5602.25
5420,0,70,2,2,2,2,2,0,114.3,8244.3
5421,0,38,1,1,1,1,2,0,20.05,741.5
5422,1,68,2,2,2,2,2,0,62.65,4375.8
5423,0,13,0,0,0,0,0,1,80.85,1008.7
5424,0,65,2,2,0,0,2,1,92.7,5968.4
5425,0,30,0,0,2,0,0,0,100.45,3096.9
5426,0,51,0,0,0,2,2,1,75.2,3901.25
5427,0,31,2,0,2,0,0,1,84.75,2613.4
5428,0,9,0,0,0,0,0,0,89.45,853.1
5429,1,72,2,2,2,2,2,1,79.5,5661.7
5430,0,10,0,0,0,0,0,1,72.15,794.25
5431,0,37,1,1,1,1,1,1,19.8,695.05
5432,0,2,0,0,2,2,0,0,76.4,160.8
5433,0,55,2,2,0,0,1,1,100.9,5552.05
5434,1,33,2,0,2,0,0,1,95.3,3275.15
5435,1,46,0,0,2,2,1,0,90.95,4236.6
5436,1,1,2,0,0,2,0,0,54.5,54.5
5437,0,20,0,0,0,0,0,1,61.6,1174.35
5438,0,9,0,2,2,0,0,1,79.9,741.7
5439,0,32,0,0,0,0,0,1,96.15,3019.25
5440,1,19,0,0,2,0,0,1,49.6,962.9
5441,0,70,2,0,2,2,2,0,65.3,4759.75
5442,1,61,1,1,1,1,2,1,25.0,1498.35
5443,0,26,0,0,0,0,0,0,45.45,1233.15
5444,0,45,0,2,2,0,0,1,107.75,4882.8
5445,1,62,0,0,2,0,2,1,89.1,5411.65
5446,0,1,1,1,1,1,0,0,19.65,19.65
5447,0,3,0,0,0,0,0,0,44.75,148.05
5448,1,41,2,2,2,0,1,1,101.6,3930.55
5449,1,67,0,2,2,2,2,0,103.15,6895.5
5450,0,1,0,0,0,0,0,1,84.65,84.65
5451,0,71,2,2,0,0,1,0,95.65,6856.95
5452,1,37,2,2,0,0,1,0,75.1,2658.8
5453,0,60,2,2,0,2,2,1,61.35,3766.2
5454,0,1,0,0,0,0,0,1,69.55,69.55
5455,0,6,1,1,1,1,0,0,19.7,129.55
5456,0,13,0,2,0,0,0,1,31.05,347.25
5457,1,11,2,0,0,0,0,0,51.0,581.7
5458,0,7,2,0,0,0,0,1,51.0,354.05
5459,1,10,0,0,0,0,0,1,88.85,929.45
5460,0,34,1,1,1,1,2,0,20.05,679.0
5461,0,62,2,0,0,2,2,1,65.1,3846.75
5462,0,64,0,2,0,2,1,1,70.15,4480.7
5463,1,1,0,0,0,0,0,1,44.35,44.35
5464,0,25,1,1,1,1,2,1,20.75,499.4
5465,0,26,0,2,2,0,1,1,56.05,1553.2
5466,1,10,1,1,1,1,1,1,19.95,219.5
5467,0,53,2,2,2,0,1,0,98.6,5311.85
5468,0,7,0,0,0,0,0,1,79.7,586.05
5469,0,33,0,2,2,0,0,1,79.0,2576.8
5470,0,71,0,2,2,0,2,0,89.45,6435.25
5471,0,29,0,0,0,0,0,1,74.2,1993.25
5472,1,24,2,0,0,2,0,0,81.0,1923.85
5473,1,20,0,0,2,0,0,1,49.6,939.8
5474,0,1,0,0,0,0,0,1,84.6,84.6
5475,1,54,0,2,0,0,0,1,55.0,3092.65
5476,0,5,0,0,2,0,0,1,84.85,415.55
5477,1,72,2,0,2,2,2,1,84.2,5986.55
5478,0,52,2,2,2,2,2,1,106.3,5487.0
5479,0,9,0,0,0,0,0,0,69.05,651.5
5480,0,1,0,0,0,0,0,1,45.4,45.4
5481,0,1,0,0,0,0,0,1,73.65,73.65
5482,1,33,0,0,2,2,1,1,73.9,2405.05
5483,0,55,0,0,2,0,0,1,77.75,4458.15
5484,1,69,0,0,0,2,2,1,99.35,6856.45
5485,0,1,2,0,0,0,0,1,50.75,50.75
5486,0,54,2,0,2,2,2,0,87.1,4735.2
5487,1,33,1,1,1,1,1,1,20.15,682.15
5488,0,45,0,2,2,2,1,1,98.7,4525.8
5489,1,11,0,0,0,0,0,0,25.2,321.05
5490,0,6,2,2,0,0,0,1,55.7,335.65
5491,0,21,2,0,2,0,0,0,65.35,1424.4
5492,1,65,1,1,1,1,2,1,25.3,1748.55
5493,0,6,0,0,0,0,0,1,84.35,474.9
5494,0,8,2,0,0,0,0,0,84.95,668.4
5495,0,11,0,0,0,2,0,1,73.85,926.25
5496,1,43,1,1,1,1,2,0,24.25,1077.95
5497,1,49,0,2,0,0,1,1,51.8,2541.25
5498,0,1,0,0,0,0,0,0,46.0,46.0
5499,0,15,0,0,0,0,0,1,79.4,1156.1
5500,1,60,2,2,2,0,2,0,60.5,3694.45
5501,0,17,0,0,0,0,0,0,25.1,382.8
5502,0,16,0,0,0,0,0,1,71.8,1167.8
5503,1,35,1,1,1,1,1,0,20.05,746.75
5504,0,44,0,2,0,0,1,0,88.4,3912.9
5505,1,12,0,0,0,2,1,0,30.25,368.85
5506,0,1,1,1,1,1,0,0,20.2,20.2
5507,0,28,2,2,0,2,1,1,59.9,1654.7
5508,0,70,1,1,1,1,2,0,25.15,1940.85
5509,1,5,0,0,0,0,0,0,46.0,221.7
5510,0,18,0,2,2,0,0,0,101.3,1794.65
5511,0,70,2,0,0,2,2,1,76.95,5289.8
5512,1,9,0,2,0,0,0,1,55.3,501.2
5513,0,67,2,2,0,2,2,1,92.45,6140.85
5514,0,1,2,0,0,0,0,1,48.45,48.45
5515,1,18,1,1,1,1,2,0,19.35,309.25
5516,0,4,0,0,0,0,0,0,51.75,201.1
5517,1,71,2,2,2,0,1,1,86.7,6179.35
5518,1,30,2,2,0,0,0,1,94.4,2838.7
5519,0,1,2,0,2,0,0,0,55.7,55.7
5520,0,55,2,0,2,0,1,1,84.25,4589.85
5521,0,59,0,0,2,2,0,1,64.65,3735.45
5522,0,1,0,0,0,0,0,1,70.15,70.15
5523,0,7,0,0,0,0,0,1,69.2,477.55
5524,1,45,2,0,0,2,2,0,54.65,2553.7
5525,1,54,1,1,1,1,1,1,24.75,1342.15
5526,1,51,1,1,1,1,1,1,23.95,1216.35
5527,0,72,0,2,2,0,1,0,105.0,7578.05
5528,0,44,2,2,0,2,1,1,59.85,2603.95
5529,0,2,1,1,1,1,0,0,20.05,42.7
5530,0,66,0,0,2,0,1,1,92.15,6056.9
5531,1,68,2,2,0,0,1,0,44.8,2983.65
5532,0,31,1,1,1,1,2,0,20.9,689.35
5533,0,21,0,0,0,0,0,1,95.4,2025.1
5534,1,21,2,0,0,0,0,0,80.35,1747.2
5535,1,55,2,0,2,2,2,1,85.1,4657.95
5536,0,9,0,0,0,0,0,1,34.7,296.1
5537,0,71,2,2,2,2,2,1,115.05,8016.6
5538,0,1,0,0,0,0,0,1,81.1,81.1
5539,1,22,1,1,1,1,1,0,19.95,433.5
5540,1,1,1,1,1,1,0,0,20.55,20.55
5541,0,61,0,0,2,2,2,1,106.6,6428.4
5542,0,67,0,2,2,2,2,0,86.15,5883.85
5543,0,14,2,2,0,0,0,0,78.85,1043.8
5544,0,59,2,2,2,2,0,1,106.75,6252.9
5545,0,21,0,0,2,0,0,0,86.55,1857.25
5546,0,4,2,2,0,2,0,0,42.4,146.4
5547,0,3,0,0,0,0,0,1,89.45,240.45
5548,0,70,1,1,1,1,2,0,24.25,1724.15
5549,0,3,0,2,0,2,0,1,97.9,315.3
5550,0,21,1,1,1,1,1,0,20.5,429.55
5551,0,20,1,1,1,1,0,1,19.6,356.15
5552,1,22,1,1,1,1,1,0,20.25,488.25
5553,0,1,0,0,0,0,0,1,55.7,55.7
5554,0,63,1,1,1,1,2,1,20.6,1298.7
5555,1,70,1,1,1,1,2,0,19.8,1378.75
5556,0,13,0,2,2,0,0,1,79.8,973.45
5557,0,5,0,0,0,0,0,0,80.2,384.25
5558,1,72,2,2,2,2,2,1,116.4,8543.25
5559,0,13,0,2,0,0,0,1,31.65,389.95
5560,0,61,0,2,2,2,0,0,94.15,5731.85
5561,0,1,1,1,1,1,0,0,20.65,20.65
5562,0,56,0,0,0,2,0,1,76.85,4275.75
5563,0,4,1,1,1,1,0,0,20.15,84.5
5564,0,35,2,0,0,0,2,0,55.25,1924.1
5565,0,18,0,0,2,0,0,1,39.05,669.85
5566,0,72,0,2,2,0,2,0,82.15,5784.3
5567,0,49,2,2,2,2,1,0,103.0,5166.2
5568,0,44,2,2,2,2,0,1,95.1,4060.55
5569,0,3,0,0,0,2,0,1,83.9,267.4
5570,1,37,0,2,2,0,0,1,95.15,3532.85
5571,0,61,0,2,2,0,1,1,79.8,4914.8
5572,0,70,2,0,2,2,2,1,74.8,5315.8
5573,0,1,0,0,0,0,0,1,69.85,69.85
5574,0,41,1,1,1,1,0,0,20.45,775.6
5575,1,70,2,2,2,2,1,0,78.35,5445.95
5576,0,1,0,0,0,0,0,1,53.55,53.55
5577,0,51,1,1,1,1,1,0,19.1,1007.8
5578,1,42,1,1,1,1,2,0,20.0,833.55
5579,1,70,2,2,2,2,2,0,93.9,6579.05
5580,0,48,1,1,1,1,1,0,19.95,1004.5
5581,1,68,2,2,2,2,2,1,113.15,7856.0
5582,0,48,1,1,1,1,2,0,24.0,1183.05
5583,0,26,0,2,0,0,0,0,84.95,2169.75
5584,0,11,0,2,0,0,0,1,80.5,896.9
5585,0,1,1,1,1,1,0,1,19.3,19.3
5586,0,27,1,1,1,1,1,0,19.15,501.35
5587,0,46,0,2,2,0,1,1,91.3,4126.35
5588,0,1,0,0,2,0,0,1,49.65,49.65
5589,0,46,0,0,2,2,2,0,54.35,2460.15
5590,1,25,1,1,1,1,0,1,19.15,477.6
5591,0,4,0,0,0,0,0,1,88.45,370.65
5592,0,13,1,1,1,1,2,0,19.75,265.75
5593,0,31,2,2,2,2,1,1,75.5,2424.45
5594,1,23,0,0,0,0,0,1,83.75,1849.95
5595,0,2,1,1,1,1,0,0,19.4,61.05
5596,0,65,1,1,1,1,2,0,26.5,1698.55
5597,0,22,0,0,0,2,0,1,90.5,1910.6
5598,1,55,1,1,1,1,1,0,19.15,998.1
5599,0,9,0,2,2,2,0,1,94.85,890.6
5600,1,7,0,0,0,0,0,1,69.95,529.5
5601,1,35,0,0,0,2,1,0,40.9,1383.6
5602,0,6,2,0,2,2,2,1,80.25,493.4
5603,0,1,2,0,0,0,0,1,48.6,48.6
5604,0,17,0,0,0,0,0,1,70.8,1207.0
5605,1,10,0,0,2,0,0,0,60.2,563.5
5606,1,15,0,0,2,2,1,0,55.2,864.55
5607,0,40,2,2,0,0,0,1,55.8,2109.35
5608,1,13,2,0,0,2,1,0,54.15,701.05
5609,0,29,0,2,0,0,0,1,80.15,2265.25
5610,0,3,0,0,0,0,0,1,75.5,220.6
5611,0,58,0,0,0,2,0,1,100.4,5749.8
5612,0,45,2,2,0,2,1,1,62.55,2796.45
5613,1,72,2,2,2,2,2,1,70.45,5165.7
5614,1,68,2,2,0,0,1,1,85.5,5696.6
5615,0,1,1,1,1,1,0,1,20.2,20.2
5616,1,38,2,2,0,0,0,0,54.5,2076.05
5617,0,2,1,1,1,1,0,0,20.75,44.2
5618,0,11,1,1,1,1,0,0,20.35,215.25
5619,0,20,0,0,0,0,1,1,91.0,1859.5
5620,0,72,0,2,2,0,2,1,104.8,7470.1
5621,0,3,0,0,0,0,0,1,74.75,229.5
5622,0,23,0,0,2,2,0,1,104.05,2470.1
5623,0,40,0,0,0,2,0,1,51.1,2092.9
5624,0,62,0,2,0,0,0,1,89.8,5629.55
5625,1,22,1,1,1,1,0,1,20.55,469.85
5626,0,11,2,0,2,0,0,0,64.05,733.95
5627,0,7,0,0,0,0,0,1,74.85,485.25
5628,0,13,2,2,0,0,0,1,96.65,1244.5
5629,0,1,1,1,1,1,0,0,20.05,20.05
5630,0,39,0,2,2,0,0,1,103.45,3994.45
5631,0,3,0,0,0,0,0,0,25.0,78.25
5632,0,58,1,1,1,1,2,0,20.3,1131.5
5633,1,6,1,1,1,1,0,0,26.35,184.05
5634,1,1,1,1,1,1,0,1,19.9,19.9
5635,0,22,0,2,2,0,0,1,54.7,1178.75
5636,0,14,0,0,0,0,0,0,46.35,667.7
5637,1,64,0,0,2,0,1,0,90.25,5629.15
5638,0,1,1,1,1,1,0,0,19.95,19.95
5639,0,6,1,1,1,1,0,0,20.65,109.3
5640,0,1,0,0,0,0,0,0,79.6,79.6
5641,1,39,1,1,1,1,1,0,25.45,958.45
5642,0,20,1,1,1,1,1,0,19.5,403.15
5643,0,1,0,0,0,2,0,1,75.9,75.9
5644,0,1,0,0,2,0,0,0,76.2,76.2
5645,0,64,2,0,0,0,1,1,66.15,4392.5
5646,1,1,1,1,1,1,0,0,19.25,19.25
5647,0,46,0,2,0,0,0,1,69.1,3168.0
5648,1,28,0,2,0,0,1,1,39.1,1096.6
5649,0,33,1,1,1,1,0,0,20.05,669.45
5650,1,39,2,2,2,0,1,0,59.8,2343.85
5651,0,42,0,0,2,2,0,1,84.3,3588.4
5652,0,1,0,2,0,0,0,1,48.6,48.6
5653,0,7,0,0,0,0,0,1,79.0,522.95
5654,0,70,2,2,2,0,2,0,105.35,7511.9
5655,0,65,1,1,1,1,2,1,25.1,1725.0
5656,0,1,2,0,0,0,0,0,49.75,49.75
5657,0,18,0,0,0,0,0,1,94.75,1691.9
5658,0,24,0,0,0,0,0,1,93.0,2248.05
5659,0,63,2,0,2,2,2,1,71.9,4479.2
5660,1,44,0,2,0,0,1,1,77.55,3471.1
5661,0,4,1,1,1,1,0,1,19.85,63.0
5662,0,1,0,0,0,0,0,1,70.25,70.25
5663,1,37,0,0,0,0,0,1,95.25,3314.15
5664,0,10,0,0,2,0,0,1,84.6,865.55
5665,0,34,0,0,0,0,0,1,25.05,852.7
5666,0,35,2,0,2,0,1,0,53.15,1930.9
5667,0,4,1,1,1,1,0,0,20.15,91.4
5668,0,39,0,0,0,2,0,1,101.25,3949.15
5669,0,43,0,2,2,0,1,1,100.55,4304.0
5670,1,17,1,1,1,1,0,0,24.1,409.9
5671,0,61,1,1,1,1,2,0,25.3,1554.9
5672,0,49,2,2,2,0,1,0,71.8,3472.05
5673,0,4,1,1,1,1,1,0,19.7,117.8
5674,1,64,0,2,2,2,2,0,49.85,3210.35
5675,0,3,0,0,0,0,0,1,69.6,207.4
5676,1,1,1,1,1,1,0,0,19.75,19.75
5677,0,40,0,2,2,0,1,0,80.8,3132.75
5678,1,1,2,2,0,2,0,1,60.0,60.0
5679,0,8,0,0,0,0,0,1,86.55,649.65
5680,0,1,1,1,1,1,0,1,20.85,20.85
5681,0,34,0,0,2,2,1,0,64.2,2106.3
5682,0,1,0,0,0,0,0,0,35.0,35.0
5683,0,39,0,0,2,0,0,1,50.75,2011.4
5684,0,58,2,2,0,2,1,1,105.5,6205.5
5685,1,45,1,1,1,1,2,0,19.2,903.7
5686,0,6,2,0,0,0,0,1,85.15,503.6
5687,0,43,2,2,2,2,1,1,90.65,3882.3
5688,1,41,1,1,1,1,2,1,20.0,879.8
5689,0,5,0,2,0,0,0,1,74.65,383.65
5690,0,72,2,0,2,2,2,1,61.2,4390.25
5691,0,4,1,1,1,1,1,0,19.95,68.2
5692,1,9,0,2,0,2,0,0,54.8,452.8
5693,0,72,0,0,2,0,2,1,73.45,5329.0
5694,0,33,0,0,0,2,1,1,51.45,1758.9
5695,0,72,2,0,0,0,2,0,80.45,5737.6
5696,0,22,2,0,0,2,0,1,54.2,1152.7
5697,0,70,0,2,2,2,1,1,109.5,7674.55
5698,1,21,0,2,2,0,0,0,104.4,2157.95
5699,0,15,0,0,2,0,0,0,85.3,1219.85
5700,0,29,0,0,0,2,0,1,79.3,2414.55
5701,1,15,0,2,2,2,0,0,76.5,1155.6
5702,1,71,2,2,0,0,0,1,105.1,7548.1
5703,0,72,1,1,1,1,2,0,25.4,1809.35
5704,0,19,0,0,0,0,0,1,86.85,1564.4
5705,0,1,1,1,1,1,0,0,19.65,19.65
5706,0,1,0,2,0,0,0,1,75.7,75.7
5707,0,2,0,0,0,0,0,0,45.55,84.4
5708,1,11,0,0,2,0,0,1,78.1,864.85
5709,0,12,1,1,1,1,1,0,19.3,228.75
5710,0,70,0,2,2,2,2,1,110.5,7752.05
5711,0,20,0,0,2,0,0,0,90.8,1951.0
5712,0,23,1,1,1,1,0,1,20.3,470.6
5713,0,49,2,2,2,2,2,0,81.35,4060.9
5714,1,4,0,2,0,0,0,1,97.95,384.5
5715,0,32,2,2,0,2,0,1,108.15,3432.9
5716,1,2,0,0,0,0,0,1,55.3,108.65
5717,0,69,2,2,0,0,2,0,56.55,3952.65
5718,0,6,0,0,0,0,0,1,80.5,463.05
5719,1,24,1,1,1,1,2,1,19.7,494.05
5720,0,32,0,2,2,0,1,1,104.05,3416.85
5721,0,27,2,2,0,0,2,0,52.85,1498.65
5722,0,27,2,0,0,2,0,1,104.3,2867.75
5723,0,58,0,0,0,2,0,0,80.65,4807.35
5724,0,1,0,0,0,0,0,1,71.35,71.35
5725,1,18,1,1,1,1,2,1,24.65,471.35
5726,1,47,1,1,1,1,2,1,21.3,1041.8
5727,1,70,0,2,2,2,2,1,110.2,7689.8
5728,0,13,0,2,2,2,0,0,89.4,1132.35
5729,1,36,2,0,0,0,0,0,51.05,1815.0
5730,0,67,1,1,1,1,2,1,19.8,1311.3
5731,0,10,1,1,1,1,0,1,19.9,199.45
5732,0,19,2,0,0,0,0,1,87.3,1637.3
5733,1,71,1,1,1,1,2,0,19.85,1326.35
5734,1,72,2,2,2,2,2,1,89.4,6376.55
5735,1,48,1,1,1,1,2,0,20.0,935.9
5736,0,1,1,1,1,1,0,0,20.05,20.05
5737,1,18,2,0,2,2,0,0,83.25,1611.15
5738,0,1,1,1,1,1,0,0,20.6,20.6
5739,0,67,0,2,0,2,2,0,102.9,6989.7
5740,1,69,2,0,2,2,2,0,39.1,2779.5
5741,0,19,0,2,0,0,0,1,99.95,1931.75
5742,0,72,2,2,2,2,2,1,114.5,8331.95
5743,0,38,1,1,1,1,2,0,20.2,735.9
5744,0,40,0,0,0,0,1,0,55.8,2283.3
5745,1,61,1,1,1,1,2,1,24.2,1445.2
5746,0,10,0,2,0,0,0,1,81.0,818.05
5747,0,32,2,0,0,2,1,1,72.8,2333.05
5748,0,21,0,2,0,0,0,1,99.85,1992.55
5749,0,59,0,0,2,0,1,1,99.5,5890.0
5750,0,13,0,0,0,0,0,1,70.15,916.75
5751,0,47,1,1,1,1,2,0,20.25,1029.8
5752,1,69,1,1,1,1,2,1,26.0,1796.55
5753,0,2,1,1,1,1,0,1,19.9,33.7
5754,1,22,1,1,1,1,0,0,19.05,454.05
5755,0,15,2,0,2,0,0,1,96.5,1392.25
5756,0,53,1,1,1,1,2,0,19.85,1049.6
5757,0,28,1,1,1,1,0,0,25.7,734.6
5758,0,22,1,1,1,1,1,0,20.3,475.1
5759,0,1,0,0,0,0,0,1,70.15,70.15
5760,0,16,0,0,2,2,0,1,91.55,1540.05
5761,1,48,2,2,0,2,2,0,39.4,1978.65
5762,0,30,2,2,2,2,0,1,105.7,3181.8
5763,0,3,0,0,0,0,0,1,70.25,229.7
5764,0,57,2,0,0,2,2,0,93.75,5625.55
5765,0,68,2,2,0,0,1,1,96.55,6581.9
5766,0,23,0,0,0,2,1,0,60.0,1347.15
5767,0,65,0,0,0,2,2,1,59.8,3808.2
5768,0,44,0,0,0,0,1,1,90.65,3974.15
5769,1,71,2,2,2,0,2,1,109.0,7661.8
5770,0,37,2,0,2,2,1,0,68.1,2479.25
5771,0,12,1,1,1,1,0,0,20.4,266.6
5772,1,69,0,2,2,2,2,1,81.95,5601.4
5773,0,35,2,2,2,0,0,0,60.55,1982.6
5774,0,5,0,2,0,2,0,1,65.6,339.9
5775,1,58,0,0,0,0,2,0,82.5,4828.05
5776,0,72,2,2,2,2,2,1,82.3,5980.55
5777,0,72,2,2,2,2,2,0,68.15,4808.7
5778,0,1,1,1,1,1,0,0,20.3,20.3
5779,0,39,2,0,2,2,1,1,95.55,3692.85
5780,1,53,1,1,1,1,1,0,20.2,1068.15
5781,0,27,0,0,2,2,0,1,89.2,2383.6
5782,0,1,0,0,0,0,0,1,69.65,69.65
5783,0,1,0,0,0,0,0,1,89.3,89.3
5784,0,18,2,0,0,0,0,0,74.8,1438.05
5785,1,46,1,1,1,1,2,1,20.2,917.45
5786,0,72,2,0,2,2,2,1,84.4,6096.45
5787,0,36,0,0,2,2,0,1,87.55,3078.1
5788,0,4,0,0,0,0,0,1,25.15,99.95
5789,0,25,1,1,1,1,2,0,19.8,475.2
5790,1,40,0,2,0,0,0,1,50.85,2036.55
5791,0,63,0,2,2,0,0,1,102.4,6444.05
5792,0,15,2,0,2,2,0,1,96.3,1426.75
5793,0,14,0,2,0,0,0,1,55.5,767.55
5794,0,72,0,2,2,2,2,1,109.75,7932.5
5795,0,39,2,2,0,0,0,1,106.4,4040.65
5796,1,47,2,2,2,0,2,1,60.0,2768.65
5797,0,19,2,2,0,2,0,1,88.8,1672.35
